request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
12,pilot,A,fpb-full-000296,fpb,gemini,gemini-2.5-flash,1,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 47.868519034s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '47s'}]}}",,,,,,223.77,,2026-07-21T02:03:11.968476+00:00,2026-07-21T02:03:12.192462+00:00
12,pilot,A,fpb-full-000296,fpb,gemini,gemini-2.5-flash,2,success,200,,,81,0,81,1,82,795.13,0.0,2026-07-21T02:03:17.195299+00:00,2026-07-21T02:03:17.990303+00:00
13,pilot,A,fpb-full-000298,fpb,gemini,gemini-2.5-flash,1,success,200,,,138,0,138,1,139,864.65,0.0,2026-07-21T02:03:24.505180+00:00,2026-07-21T02:03:25.369600+00:00
14,pilot,A,fpb-full-000319,fpb,gemini,gemini-2.5-flash,1,success,200,,,118,0,118,1,119,600.3,0.0,2026-07-21T02:03:31.882450+00:00,2026-07-21T02:03:32.483258+00:00
15,pilot,A,fpb-full-000347,fpb,gemini,gemini-2.5-flash,1,success,200,,,85,0,85,1,86,861.52,0.0,2026-07-21T02:03:38.997920+00:00,2026-07-21T02:03:39.859234+00:00
16,pilot,A,fpb-full-000352,fpb,gemini,gemini-2.5-flash,1,success,200,,,88,0,88,1,89,826.14,0.0,2026-07-21T02:03:46.373814+00:00,2026-07-21T02:03:47.200234+00:00
17,pilot,A,fpb-full-000396,fpb,gemini,gemini-2.5-flash,1,success,200,,,89,0,89,1,90,955.64,0.0,2026-07-21T02:03:53.714185+00:00,2026-07-21T02:03:54.670121+00:00
18,pilot,A,fpb-full-000400,fpb,gemini,gemini-2.5-flash,1,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 58.653503315s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '58s'}]}}",,,,,,210.29,,2026-07-21T02:04:01.182672+00:00,2026-07-21T02:04:01.392384+00:00
18,pilot,A,fpb-full-000400,fpb,gemini,gemini-2.5-flash,2,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 53.533943207s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '53s'}]}}",,,,,,115.31,,2026-07-21T02:04:06.394370+00:00,2026-07-21T02:04:06.508833+00:00
18,pilot,A,fpb-full-000400,fpb,gemini,gemini-2.5-flash,3,success,200,,,116,0,116,1,117,946.71,0.0,2026-07-21T02:04:16.511286+00:00,2026-07-21T02:04:17.457807+00:00
19,pilot,A,fpb-full-000427,fpb,gemini,gemini-2.5-flash,1,success,200,,,114,0,114,1,115,881.87,0.0,2026-07-21T02:04:23.971730+00:00,2026-07-21T02:04:24.853679+00:00
20,pilot,A,fpb-full-000442,fpb,gemini,gemini-2.5-flash,1,success,200,,,89,0,89,1,90,910.01,0.0,2026-07-21T02:04:31.368051+00:00,2026-07-21T02:04:32.278572+00:00
21,pilot,A,fpb-full-000474,fpb,gemini,gemini-2.5-flash,1,success,200,,,99,0,99,1,100,886.91,0.0,2026-07-21T02:04:38.793091+00:00,2026-07-21T02:04:39.679911+00:00
22,pilot,A,fpb-full-000479,fpb,gemini,gemini-2.5-flash,1,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 13.629397252s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '13s'}]}}",,,,,,216.48,,2026-07-21T02:04:46.194294+00:00,2026-07-21T02:04:46.410749+00:00
22,pilot,A,fpb-full-000479,fpb,gemini,gemini-2.5-flash,2,success,200,,,87,0,87,1,88,809.68,0.0,2026-07-21T02:04:51.413486+00:00,2026-07-21T02:04:52.223297+00:00
23,pilot,A,fpb-full-000488,fpb,gemini,gemini-2.5-flash,1,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 1.103187102s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '1s'}]}}",,,,,,199.98,,2026-07-21T02:04:58.736238+00:00,2026-07-21T02:04:58.936400+00:00
23,pilot,A,fpb-full-000488,fpb,gemini,gemini-2.5-flash,2,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 55.983893482s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '55s'}]}}",,,,,,118.04,,2026-07-21T02:05:03.938131+00:00,2026-07-21T02:05:04.055790+00:00
23,pilot,A,fpb-full-000488,fpb,gemini,gemini-2.5-flash,3,failed,429,ClientError,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash\nPlease retry in 45.780886698s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '45s'}]}}",,,,,,204.4,,2026-07-21T02:05:14.058549+00:00,2026-07-21T02:05:14.262880+00:00
