sample_id,dataset,reference_answer,prompt_a_prediction,prompt_a_answer_correct,prompt_a_format_valid,prompt_b_prediction,prompt_b_answer_correct,prompt_b_format_valid,comparison_category
fpb-full-000634,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-000645,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000681,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-000687,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000692,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000695,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-000696,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-000710,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000712,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000737,fpb,negative,neutral,False,True,neutral,False,True,both_wrong
fpb-full-000796,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000875,fpb,positive,neutral,False,True,neutral,False,True,both_wrong
fpb-full-000900,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000980,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000990,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-000999,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001040,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001054,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001062,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001085,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-001087,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-001109,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-001122,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-001127,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001131,fpb,positive,neutral,False,True,neutral,False,True,both_wrong
fpb-full-001137,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-001186,fpb,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fpb-full-001224,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-001262,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-001273,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001290,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-001372,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001401,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-001435,fpb,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fpb-full-001439,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001477,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-001493,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-001547,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-001559,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001575,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-001613,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001664,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001667,fpb,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fpb-full-001701,fpb,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fpb-full-001794,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-001799,fpb,positive,neutral,False,True,neutral,False,True,both_wrong
fpb-full-001862,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001869,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-001870,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-001954,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-001989,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-001990,fpb,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fpb-full-002017,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002018,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002042,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002046,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002070,fpb,positive,neutral,False,True,neutral,False,True,both_wrong
fpb-full-002071,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002081,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-002097,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002115,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002135,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002153,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002171,fpb,positive,negative,False,True,neutral,False,True,both_wrong
fpb-full-002175,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002196,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002263,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002268,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002274,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002275,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002316,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002364,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002385,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002393,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002395,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-002412,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002413,fpb,neutral,negative,False,True,negative,False,True,both_wrong
fpb-full-002457,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-002464,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002513,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-002581,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002587,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002605,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002657,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002705,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002798,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-002801,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002807,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002829,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002851,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-002866,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002868,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002887,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-002895,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-002935,fpb,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fpb-full-002976,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003002,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003043,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003080,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003085,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003086,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003104,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003144,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003168,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003171,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003235,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003299,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003311,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003315,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003332,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003363,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003381,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003384,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003432,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003435,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003451,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003470,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003487,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003505,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003519,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003523,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003605,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003634,fpb,negative,negative,True,True,neutral,False,True,prompt_a_only_correct
fpb-full-003667,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003675,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003702,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003732,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003745,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003746,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003752,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003774,fpb,neutral,positive,False,True,neutral,True,True,prompt_b_only_correct
fpb-full-003787,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003790,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003802,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003817,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003821,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003824,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-003837,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003839,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003865,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-003943,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-003948,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-004054,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004160,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-004170,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-004175,fpb,negative,negative,True,True,neutral,False,True,prompt_a_only_correct
fpb-full-004190,fpb,neutral,positive,False,True,positive,False,True,both_wrong
fpb-full-004197,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004198,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-004211,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-004220,fpb,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fpb-full-004288,fpb,neutral,neutral,True,True,positive,False,True,prompt_a_only_correct
fpb-full-004296,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-004322,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004358,fpb,neutral,neutral,True,True,neutral,True,True,both_correct
fpb-full-004401,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004437,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004444,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004449,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004460,fpb,positive,positive,True,True,positive,True,True,both_correct
fpb-full-004559,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004565,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004686,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004698,fpb,negative,negative,True,True,neutral,False,True,prompt_a_only_correct
fpb-full-004723,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004739,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004804,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004835,fpb,negative,negative,True,True,negative,True,True,both_correct
fpb-full-004844,fpb,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000014,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000040,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-test-000041,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000047,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000055,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000057,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-test-000064,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-test-000067,fiqa_sa,neutral,neutral,True,True,neutral,True,True,both_correct
fiqa_sa-test-000069,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-test-000076,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000079,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000095,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000097,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-test-000104,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000106,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-test-000112,fiqa_sa,negative,negative,True,True,positive,False,True,prompt_a_only_correct
fiqa_sa-test-000117,fiqa_sa,positive,negative,False,True,negative,False,True,both_wrong
fiqa_sa-test-000119,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000125,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000127,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000140,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000142,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000146,fiqa_sa,positive,positive,True,True,neutral,False,True,prompt_a_only_correct
fiqa_sa-test-000147,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-test-000153,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000154,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000159,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-test-000169,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000174,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-test-000177,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000187,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000188,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000191,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000195,fiqa_sa,negative,positive,False,True,positive,False,True,both_wrong
fiqa_sa-test-000206,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-test-000211,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-test-000214,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-test-000223,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-test-000228,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-test-000233,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000014,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000015,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000016,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000024,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000027,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000030,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000031,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000041,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000048,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000050,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000051,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000054,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000059,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000061,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000063,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000070,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000075,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000089,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000092,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000097,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000099,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000100,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000118,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000123,fiqa_sa,positive,positive,True,True,neutral,False,True,prompt_a_only_correct
fiqa_sa-train-000124,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000129,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000140,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000144,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000145,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-train-000155,fiqa_sa,negative,neutral,False,True,positive,False,True,both_wrong
fiqa_sa-train-000174,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000176,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000181,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000183,fiqa_sa,negative,negative,True,True,neutral,False,True,prompt_a_only_correct
fiqa_sa-train-000203,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000205,fiqa_sa,neutral,neutral,True,True,neutral,True,True,both_correct
fiqa_sa-train-000206,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000210,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000234,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000239,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000247,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000254,fiqa_sa,negative,positive,False,True,positive,False,True,both_wrong
fiqa_sa-train-000259,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000262,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000263,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-train-000272,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000274,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000276,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000280,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000282,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000284,fiqa_sa,neutral,neutral,True,True,neutral,True,True,both_correct
fiqa_sa-train-000289,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000291,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000303,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000307,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-train-000310,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-train-000312,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000317,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000318,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000325,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-train-000339,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000342,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000343,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000345,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000351,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000356,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000357,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000367,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000373,fiqa_sa,positive,negative,False,True,negative,False,True,both_wrong
fiqa_sa-train-000374,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000386,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000399,fiqa_sa,negative,neutral,False,True,negative,True,True,prompt_b_only_correct
fiqa_sa-train-000414,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000419,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000428,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000429,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000436,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000452,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000454,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000458,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000461,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000463,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000464,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000467,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000475,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000477,fiqa_sa,positive,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000478,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000486,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000495,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000500,fiqa_sa,positive,neutral,False,True,positive,True,True,prompt_b_only_correct
fiqa_sa-train-000504,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000506,fiqa_sa,negative,neutral,False,True,neutral,False,True,both_wrong
fiqa_sa-train-000513,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000514,fiqa_sa,negative,negative,True,True,negative,True,True,both_correct
fiqa_sa-train-000515,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000519,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000523,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
fiqa_sa-train-000526,fiqa_sa,positive,positive,True,True,positive,True,True,both_correct
