request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
11,pilot,A,fpb-full-000271,fpb,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,838.63,3.523e-05,2026-07-20T16:36:52.243095+00:00,2026-07-20T16:36:53.081859+00:00
12,pilot,A,fpb-full-000296,fpb,deepseek,deepseek-v4-pro,1,success,200,,,77,0,77,1,78,776.69,3.437e-05,2026-07-20T16:36:53.397019+00:00,2026-07-20T16:36:54.173172+00:00
13,pilot,A,fpb-full-000298,fpb,deepseek,deepseek-v4-pro,1,success,200,,,129,0,129,1,130,823.88,5.698e-05,2026-07-20T16:36:54.487117+00:00,2026-07-20T16:36:55.310896+00:00
14,pilot,A,fpb-full-000319,fpb,deepseek,deepseek-v4-pro,1,success,200,,,112,0,112,1,113,840.82,4.959e-05,2026-07-20T16:36:55.623767+00:00,2026-07-20T16:36:56.464820+00:00
15,pilot,A,fpb-full-000347,fpb,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,613.7,3.654e-05,2026-07-20T16:36:56.778241+00:00,2026-07-20T16:36:57.391680+00:00
16,pilot,A,fpb-full-000352,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,834.21,3.828e-05,2026-07-20T16:36:57.705181+00:00,2026-07-20T16:36:58.539019+00:00
17,pilot,A,fpb-full-000396,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,1007.9,3.871e-05,2026-07-20T16:36:58.852821+00:00,2026-07-20T16:36:59.860391+00:00
18,pilot,A,fpb-full-000400,fpb,deepseek,deepseek-v4-pro,1,success,200,,,116,0,116,1,117,879.81,5.133e-05,2026-07-20T16:37:00.173338+00:00,2026-07-20T16:37:01.053500+00:00
19,pilot,A,fpb-full-000427,fpb,deepseek,deepseek-v4-pro,1,success,200,,,113,0,113,1,114,844.32,5.002e-05,2026-07-20T16:37:01.367252+00:00,2026-07-20T16:37:02.211267+00:00
20,pilot,A,fpb-full-000442,fpb,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,801.05,3.523e-05,2026-07-20T16:37:02.525375+00:00,2026-07-20T16:37:03.326855+00:00
21,pilot,A,fpb-full-000474,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,852.13,4.132e-05,2026-07-20T16:37:03.642032+00:00,2026-07-20T16:37:04.493639+00:00
22,pilot,A,fpb-full-000479,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,855.24,3.697e-05,2026-07-20T16:37:04.807209+00:00,2026-07-20T16:37:05.661956+00:00
23,pilot,A,fpb-full-000488,fpb,deepseek,deepseek-v4-pro,1,success,200,,,80,0,80,1,81,977.86,3.567e-05,2026-07-20T16:37:05.975538+00:00,2026-07-20T16:37:06.953540+00:00
24,pilot,A,fpb-full-000494,fpb,deepseek,deepseek-v4-pro,1,success,200,,,84,0,84,1,85,984.64,3.741e-05,2026-07-20T16:37:07.266589+00:00,2026-07-20T16:37:08.250875+00:00
25,pilot,A,fpb-full-000527,fpb,deepseek,deepseek-v4-pro,1,success,200,,,78,0,78,1,79,1010.54,3.48e-05,2026-07-20T16:37:08.564956+00:00,2026-07-20T16:37:09.575151+00:00
26,pilot,A,fpb-full-000540,fpb,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,865.14,4.045e-05,2026-07-20T16:37:09.889485+00:00,2026-07-20T16:37:10.754814+00:00
27,pilot,A,fpb-full-000545,fpb,deepseek,deepseek-v4-pro,1,success,200,,,74,0,74,1,75,899.95,3.306e-05,2026-07-20T16:37:11.068358+00:00,2026-07-20T16:37:11.967789+00:00
28,pilot,A,fpb-full-000546,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,928.83,4.35e-05,2026-07-20T16:37:12.282081+00:00,2026-07-20T16:37:13.210313+00:00
29,pilot,A,fpb-full-000581,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,833.63,4.393e-05,2026-07-20T16:37:13.523754+00:00,2026-07-20T16:37:14.357922+00:00
30,pilot,A,fpb-full-000582,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,816.58,3.697e-05,2026-07-20T16:37:14.671576+00:00,2026-07-20T16:37:15.487319+00:00
31,pilot,A,fpb-full-000593,fpb,deepseek,deepseek-v4-pro,1,success,200,,,104,0,104,1,105,782.04,4.611e-05,2026-07-20T16:37:15.801557+00:00,2026-07-20T16:37:16.583425+00:00
32,pilot,A,fpb-full-000634,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,880.64,4.393e-05,2026-07-20T16:37:16.896863+00:00,2026-07-20T16:37:17.776783+00:00
33,pilot,A,fpb-full-000645,fpb,deepseek,deepseek-v4-pro,1,success,200,,,120,0,120,1,121,820.89,5.307e-05,2026-07-20T16:37:18.090986+00:00,2026-07-20T16:37:18.911418+00:00
34,pilot,A,fpb-full-000681,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,896.77,3.785e-05,2026-07-20T16:37:19.224798+00:00,2026-07-20T16:37:20.121885+00:00
35,pilot,A,fpb-full-000687,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,887.96,4.524e-05,2026-07-20T16:37:20.435849+00:00,2026-07-20T16:37:21.324199+00:00
36,pilot,A,fpb-full-000692,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,796.45,3.785e-05,2026-07-20T16:37:21.636738+00:00,2026-07-20T16:37:22.433131+00:00
37,pilot,A,fpb-full-000695,fpb,deepseek,deepseek-v4-pro,1,success,200,,,101,0,101,1,102,827.53,4.48e-05,2026-07-20T16:37:22.746266+00:00,2026-07-20T16:37:23.574060+00:00
38,pilot,A,fpb-full-000696,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,796.79,3.828e-05,2026-07-20T16:37:23.886526+00:00,2026-07-20T16:37:24.683139+00:00
39,pilot,A,fpb-full-000710,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,839.22,4.654e-05,2026-07-20T16:37:24.996064+00:00,2026-07-20T16:37:25.835123+00:00
40,pilot,A,fpb-full-000712,fpb,deepseek,deepseek-v4-pro,1,success,200,,,127,0,127,1,128,841.32,5.611e-05,2026-07-20T16:37:26.148137+00:00,2026-07-20T16:37:26.988490+00:00
41,pilot,A,fpb-full-000737,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,792.18,3.828e-05,2026-07-20T16:37:27.303193+00:00,2026-07-20T16:37:28.094985+00:00
42,pilot,A,fpb-full-000796,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,809.06,4.524e-05,2026-07-20T16:37:28.409443+00:00,2026-07-20T16:37:29.218214+00:00
43,pilot,A,fpb-full-000875,fpb,deepseek,deepseek-v4-pro,1,success,200,,,107,0,107,1,108,767.7,4.741e-05,2026-07-20T16:37:29.531612+00:00,2026-07-20T16:37:30.299483+00:00
44,pilot,A,fpb-full-000900,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,828.55,4.132e-05,2026-07-20T16:37:30.612122+00:00,2026-07-20T16:37:31.440559+00:00
45,pilot,A,fpb-full-000980,fpb,deepseek,deepseek-v4-pro,1,success,200,,,75,0,75,1,76,933.16,3.349e-05,2026-07-20T16:37:31.753883+00:00,2026-07-20T16:37:32.686826+00:00
46,pilot,A,fpb-full-000990,fpb,deepseek,deepseek-v4-pro,1,success,200,,,75,0,75,1,76,893.76,3.349e-05,2026-07-20T16:37:33.000739+00:00,2026-07-20T16:37:33.894454+00:00
47,pilot,A,fpb-full-000999,fpb,deepseek,deepseek-v4-pro,1,success,200,,,72,0,72,1,73,868.7,3.219e-05,2026-07-20T16:37:34.207332+00:00,2026-07-20T16:37:35.075922+00:00
48,pilot,A,fpb-full-001040,fpb,deepseek,deepseek-v4-pro,1,success,200,,,74,0,74,1,75,785.06,3.306e-05,2026-07-20T16:37:35.389565+00:00,2026-07-20T16:37:36.174443+00:00
49,pilot,A,fpb-full-001054,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,684.97,4.654e-05,2026-07-20T16:37:36.488790+00:00,2026-07-20T16:37:37.173717+00:00
50,pilot,A,fpb-full-001062,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,641.71,4.393e-05,2026-07-20T16:37:37.490901+00:00,2026-07-20T16:37:38.132806+00:00
51,pilot,A,fpb-full-001085,fpb,deepseek,deepseek-v4-pro,1,success,200,,,73,0,73,1,74,823.45,3.262e-05,2026-07-20T16:37:38.445793+00:00,2026-07-20T16:37:39.268831+00:00
52,pilot,A,fpb-full-001087,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,836.53,3.871e-05,2026-07-20T16:37:39.582185+00:00,2026-07-20T16:37:40.418179+00:00
53,pilot,A,fpb-full-001109,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,814.06,3.785e-05,2026-07-20T16:37:40.731976+00:00,2026-07-20T16:37:41.545567+00:00
54,pilot,A,fpb-full-001122,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,1107.91,4.089e-05,2026-07-20T16:37:41.859338+00:00,2026-07-20T16:37:42.967539+00:00
55,pilot,A,fpb-full-001127,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,807.83,4.089e-05,2026-07-20T16:37:43.283926+00:00,2026-07-20T16:37:44.091470+00:00
56,pilot,A,fpb-full-001131,fpb,deepseek,deepseek-v4-pro,1,success,200,,,78,0,78,1,79,856.44,3.48e-05,2026-07-20T16:37:44.405021+00:00,2026-07-20T16:37:45.261062+00:00
57,pilot,A,fpb-full-001137,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,996.85,3.828e-05,2026-07-20T16:37:45.574900+00:00,2026-07-20T16:37:46.571879+00:00
58,pilot,A,fpb-full-001186,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,832.44,3.697e-05,2026-07-20T16:37:46.885071+00:00,2026-07-20T16:37:47.717104+00:00
59,pilot,A,fpb-full-001224,fpb,deepseek,deepseek-v4-pro,1,success,200,,,131,128,3,1,132,908.17,2.64e-06,2026-07-20T16:37:48.031008+00:00,2026-07-20T16:37:48.939582+00:00
60,pilot,A,fpb-full-001262,fpb,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,837.12,3.611e-05,2026-07-20T16:37:49.252591+00:00,2026-07-20T16:37:50.089254+00:00
61,pilot,A,fpb-full-001273,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,687.27,3.697e-05,2026-07-20T16:37:50.403021+00:00,2026-07-20T16:37:51.090933+00:00
62,pilot,A,fpb-full-001290,fpb,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,712.1,4.002e-05,2026-07-20T16:37:51.404057+00:00,2026-07-20T16:37:52.115625+00:00
63,pilot,A,fpb-full-001372,fpb,deepseek,deepseek-v4-pro,1,success,200,,,78,0,78,1,79,891.1,3.48e-05,2026-07-20T16:37:52.430491+00:00,2026-07-20T16:37:53.321676+00:00
64,pilot,A,fpb-full-001401,fpb,deepseek,deepseek-v4-pro,1,success,200,,,75,0,75,1,76,756.07,3.349e-05,2026-07-20T16:37:53.634914+00:00,2026-07-20T16:37:54.390838+00:00
65,pilot,A,fpb-full-001435,fpb,deepseek,deepseek-v4-pro,1,success,200,,,77,0,77,1,78,815.75,3.437e-05,2026-07-20T16:37:54.705218+00:00,2026-07-20T16:37:55.521359+00:00
66,pilot,A,fpb-full-001439,fpb,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,947.69,4.045e-05,2026-07-20T16:37:55.834486+00:00,2026-07-20T16:37:56.782365+00:00
67,pilot,A,fpb-full-001477,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,859.71,3.785e-05,2026-07-20T16:37:57.095753+00:00,2026-07-20T16:37:57.955126+00:00
68,pilot,A,fpb-full-001493,fpb,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,884.7,3.523e-05,2026-07-20T16:37:58.270597+00:00,2026-07-20T16:37:59.155103+00:00
69,pilot,A,fpb-full-001547,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,855.44,3.785e-05,2026-07-20T16:37:59.468502+00:00,2026-07-20T16:38:00.324066+00:00
70,pilot,A,fpb-full-001559,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,919.15,4.393e-05,2026-07-20T16:38:00.667422+00:00,2026-07-20T16:38:01.587021+00:00
71,pilot,A,fpb-full-001575,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,944.64,4.089e-05,2026-07-20T16:38:01.900172+00:00,2026-07-20T16:38:02.845297+00:00
72,pilot,A,fpb-full-001613,fpb,deepseek,deepseek-v4-pro,1,success,200,,,124,0,124,1,125,907.52,5.481e-05,2026-07-20T16:38:03.158537+00:00,2026-07-20T16:38:04.065765+00:00
73,pilot,A,fpb-full-001664,fpb,deepseek,deepseek-v4-pro,1,success,200,,,108,0,108,1,109,728.14,4.785e-05,2026-07-20T16:38:04.379807+00:00,2026-07-20T16:38:05.107575+00:00
74,pilot,A,fpb-full-001667,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,832.31,3.871e-05,2026-07-20T16:38:05.454923+00:00,2026-07-20T16:38:06.286648+00:00
75,pilot,A,fpb-full-001701,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,796.53,4.132e-05,2026-07-20T16:38:06.600536+00:00,2026-07-20T16:38:07.397355+00:00
76,pilot,A,fpb-full-001794,fpb,deepseek,deepseek-v4-pro,1,success,200,,,107,0,107,1,108,838.01,4.741e-05,2026-07-20T16:38:07.710877+00:00,2026-07-20T16:38:08.548306+00:00
77,pilot,A,fpb-full-001799,fpb,deepseek,deepseek-v4-pro,1,success,200,,,77,0,77,1,78,668.34,3.437e-05,2026-07-20T16:38:08.862144+00:00,2026-07-20T16:38:09.530378+00:00
78,pilot,A,fpb-full-001862,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,820.78,3.828e-05,2026-07-20T16:38:09.843776+00:00,2026-07-20T16:38:10.665182+00:00
79,pilot,A,fpb-full-001869,fpb,deepseek,deepseek-v4-pro,1,success,200,,,96,0,96,1,97,838.71,4.263e-05,2026-07-20T16:38:10.978151+00:00,2026-07-20T16:38:11.816846+00:00
80,pilot,A,fpb-full-001870,fpb,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,1304.29,4.219e-05,2026-07-20T16:38:12.129598+00:00,2026-07-20T16:38:13.433532+00:00
81,pilot,A,fpb-full-001954,fpb,deepseek,deepseek-v4-pro,1,success,200,,,116,0,116,1,117,760.95,5.133e-05,2026-07-20T16:38:13.747757+00:00,2026-07-20T16:38:14.508965+00:00
82,pilot,A,fpb-full-001989,fpb,deepseek,deepseek-v4-pro,1,success,200,,,94,0,94,1,95,813.86,4.176e-05,2026-07-20T16:38:14.823370+00:00,2026-07-20T16:38:15.637446+00:00
83,pilot,A,fpb-full-001990,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,900.75,3.871e-05,2026-07-20T16:38:15.951036+00:00,2026-07-20T16:38:16.852206+00:00
84,pilot,A,fpb-full-002017,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,885.9,3.871e-05,2026-07-20T16:38:17.165615+00:00,2026-07-20T16:38:18.052359+00:00
85,pilot,A,fpb-full-002018,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,970.77,3.871e-05,2026-07-20T16:38:18.395342+00:00,2026-07-20T16:38:19.366304+00:00
86,pilot,A,fpb-full-002042,fpb,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,915.99,4.045e-05,2026-07-20T16:38:19.680321+00:00,2026-07-20T16:38:20.596394+00:00
87,pilot,A,fpb-full-002046,fpb,deepseek,deepseek-v4-pro,1,success,200,,,84,0,84,1,85,826.86,3.741e-05,2026-07-20T16:38:20.910803+00:00,2026-07-20T16:38:21.737798+00:00
88,pilot,A,fpb-full-002070,fpb,deepseek,deepseek-v4-pro,1,success,200,,,111,0,111,1,112,597.88,4.915e-05,2026-07-20T16:38:22.050638+00:00,2026-07-20T16:38:22.647931+00:00
89,pilot,A,fpb-full-002071,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,862.42,4.306e-05,2026-07-20T16:38:22.962058+00:00,2026-07-20T16:38:23.824688+00:00
90,pilot,A,fpb-full-002081,fpb,deepseek,deepseek-v4-pro,1,success,200,,,110,0,110,1,111,972.38,4.872e-05,2026-07-20T16:38:24.138791+00:00,2026-07-20T16:38:25.111416+00:00
91,pilot,A,fpb-full-002097,fpb,deepseek,deepseek-v4-pro,1,success,200,,,119,0,119,1,120,872.28,5.264e-05,2026-07-20T16:38:25.424310+00:00,2026-07-20T16:38:26.295989+00:00
92,pilot,A,fpb-full-002115,fpb,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,892.39,3.523e-05,2026-07-20T16:38:26.611204+00:00,2026-07-20T16:38:27.504014+00:00
93,pilot,A,fpb-full-002135,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,886.22,3.871e-05,2026-07-20T16:38:27.819268+00:00,2026-07-20T16:38:28.705647+00:00
94,pilot,A,fpb-full-002153,fpb,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,812.98,4.219e-05,2026-07-20T16:38:29.018973+00:00,2026-07-20T16:38:29.832171+00:00
95,pilot,A,fpb-full-002171,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,814.45,3.871e-05,2026-07-20T16:38:30.146459+00:00,2026-07-20T16:38:30.961669+00:00
96,pilot,A,fpb-full-002175,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,707.96,4.089e-05,2026-07-20T16:38:31.274469+00:00,2026-07-20T16:38:31.982472+00:00
97,pilot,A,fpb-full-002196,fpb,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,918.95,3.523e-05,2026-07-20T16:38:32.296235+00:00,2026-07-20T16:38:33.215816+00:00
98,pilot,A,fpb-full-002263,fpb,deepseek,deepseek-v4-pro,1,success,200,,,96,0,96,1,97,908.69,4.263e-05,2026-07-20T16:38:33.529592+00:00,2026-07-20T16:38:34.437535+00:00
99,pilot,A,fpb-full-002268,fpb,deepseek,deepseek-v4-pro,1,success,200,,,116,0,116,1,117,847.54,5.133e-05,2026-07-20T16:38:34.751100+00:00,2026-07-20T16:38:35.598346+00:00
100,pilot,A,fpb-full-002274,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,1174.72,4.089e-05,2026-07-20T16:38:35.912515+00:00,2026-07-20T16:38:37.086697+00:00
101,pilot,A,fpb-full-002275,fpb,deepseek,deepseek-v4-pro,1,success,200,,,127,0,127,1,128,812.12,5.611e-05,2026-07-20T16:38:37.401225+00:00,2026-07-20T16:38:38.212951+00:00
102,pilot,A,fpb-full-002316,fpb,deepseek,deepseek-v4-pro,1,success,200,,,76,0,76,1,77,991.77,3.393e-05,2026-07-20T16:38:38.526772+00:00,2026-07-20T16:38:39.518384+00:00
103,pilot,A,fpb-full-002364,fpb,deepseek,deepseek-v4-pro,1,success,200,,,80,0,80,1,81,682.65,3.567e-05,2026-07-20T16:38:39.832062+00:00,2026-07-20T16:38:40.514707+00:00
104,pilot,A,fpb-full-002385,fpb,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,1112.18,3.915e-05,2026-07-20T16:38:40.829149+00:00,2026-07-20T16:38:41.940737+00:00
105,pilot,A,fpb-full-002393,fpb,deepseek,deepseek-v4-pro,1,success,200,,,76,0,76,1,77,868.75,3.393e-05,2026-07-20T16:38:42.255537+00:00,2026-07-20T16:38:43.124003+00:00
106,pilot,A,fpb-full-002395,fpb,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,803.37,3.958e-05,2026-07-20T16:38:43.438125+00:00,2026-07-20T16:38:44.241213+00:00
107,pilot,A,fpb-full-002412,fpb,deepseek,deepseek-v4-pro,1,success,200,,,112,0,112,1,113,955.33,4.959e-05,2026-07-20T16:38:44.555010+00:00,2026-07-20T16:38:45.510167+00:00
108,pilot,A,fpb-full-002413,fpb,deepseek,deepseek-v4-pro,1,success,200,,,129,0,129,1,130,776.43,5.698e-05,2026-07-20T16:38:45.825767+00:00,2026-07-20T16:38:46.602465+00:00
109,pilot,A,fpb-full-002457,fpb,deepseek,deepseek-v4-pro,1,success,200,,,108,0,108,1,109,923.99,4.785e-05,2026-07-20T16:38:46.915811+00:00,2026-07-20T16:38:47.839623+00:00
110,pilot,A,fpb-full-002464,fpb,deepseek,deepseek-v4-pro,1,success,200,,,80,0,80,1,81,809.35,3.567e-05,2026-07-20T16:38:48.154113+00:00,2026-07-20T16:38:48.963142+00:00
111,pilot,A,fpb-full-002513,fpb,deepseek,deepseek-v4-pro,1,success,200,,,74,0,74,1,75,817.5,3.306e-05,2026-07-20T16:38:49.277168+00:00,2026-07-20T16:38:50.095460+00:00
112,pilot,A,fpb-full-002581,fpb,deepseek,deepseek-v4-pro,1,success,200,,,79,0,79,1,80,889.75,3.523e-05,2026-07-20T16:38:50.408089+00:00,2026-07-20T16:38:51.298537+00:00
113,pilot,A,fpb-full-002587,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,797.19,3.871e-05,2026-07-20T16:38:51.613106+00:00,2026-07-20T16:38:52.410056+00:00
114,pilot,A,fpb-full-002605,fpb,deepseek,deepseek-v4-pro,1,success,200,,,106,0,106,1,107,624.42,4.698e-05,2026-07-20T16:38:52.723179+00:00,2026-07-20T16:38:53.347920+00:00
115,pilot,A,fpb-full-002657,fpb,deepseek,deepseek-v4-pro,1,success,200,,,104,0,104,1,105,924.7,4.611e-05,2026-07-20T16:38:53.661028+00:00,2026-07-20T16:38:54.585951+00:00
116,pilot,A,fpb-full-002705,fpb,deepseek,deepseek-v4-pro,1,success,200,,,72,0,72,1,73,909.4,3.219e-05,2026-07-20T16:38:54.899484+00:00,2026-07-20T16:38:55.808180+00:00
117,pilot,A,fpb-full-002798,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,728.46,3.697e-05,2026-07-20T16:38:56.121510+00:00,2026-07-20T16:38:56.849263+00:00
118,pilot,A,fpb-full-002801,fpb,deepseek,deepseek-v4-pro,1,success,200,,,127,0,127,1,128,827.28,5.611e-05,2026-07-20T16:38:57.163359+00:00,2026-07-20T16:38:57.990826+00:00
119,pilot,A,fpb-full-002807,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,820.67,4.393e-05,2026-07-20T16:38:58.303797+00:00,2026-07-20T16:38:59.124688+00:00
120,pilot,A,fpb-full-002829,fpb,deepseek,deepseek-v4-pro,1,success,200,,,71,0,71,1,72,1016.76,3.175e-05,2026-07-20T16:38:59.437764+00:00,2026-07-20T16:39:00.454878+00:00
121,pilot,A,fpb-full-002851,fpb,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,942.18,4.002e-05,2026-07-20T16:39:00.768736+00:00,2026-07-20T16:39:01.710737+00:00
122,pilot,A,fpb-full-002866,fpb,deepseek,deepseek-v4-pro,1,success,200,,,72,0,72,1,73,859.8,3.219e-05,2026-07-20T16:39:02.024416+00:00,2026-07-20T16:39:02.883950+00:00
123,pilot,A,fpb-full-002868,fpb,deepseek,deepseek-v4-pro,1,success,200,,,92,0,92,1,93,897.8,4.089e-05,2026-07-20T16:39:03.197457+00:00,2026-07-20T16:39:04.095116+00:00
124,pilot,A,fpb-full-002887,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,919.73,4.654e-05,2026-07-20T16:39:04.408639+00:00,2026-07-20T16:39:05.328282+00:00
125,pilot,A,fpb-full-002895,fpb,deepseek,deepseek-v4-pro,1,success,200,,,108,0,108,1,109,678.95,4.785e-05,2026-07-20T16:39:05.641971+00:00,2026-07-20T16:39:06.321249+00:00
126,pilot,A,fpb-full-002935,fpb,deepseek,deepseek-v4-pro,1,success,200,,,113,0,113,1,114,1050.42,5.002e-05,2026-07-20T16:39:06.635277+00:00,2026-07-20T16:39:07.685827+00:00
127,pilot,A,fpb-full-002976,fpb,deepseek,deepseek-v4-pro,1,success,200,,,96,0,96,1,97,865.86,4.263e-05,2026-07-20T16:39:08.001580+00:00,2026-07-20T16:39:08.867595+00:00
128,pilot,A,fpb-full-003002,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,1216.02,3.871e-05,2026-07-20T16:39:09.180137+00:00,2026-07-20T16:39:10.396765+00:00
129,pilot,A,fpb-full-003043,fpb,deepseek,deepseek-v4-pro,1,success,200,,,73,0,73,1,74,672.16,3.262e-05,2026-07-20T16:39:10.709931+00:00,2026-07-20T16:39:11.382337+00:00
