request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
52,pilot,B,fpb-full-001087,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,678.28,4.306e-05,2026-07-20T16:59:00.998333+00:00,2026-07-20T16:59:01.676513+00:00
53,pilot,B,fpb-full-001109,fpb,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,989.38,4.219e-05,2026-07-20T16:59:01.989562+00:00,2026-07-20T16:59:02.978599+00:00
54,pilot,B,fpb-full-001122,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,851.61,4.524e-05,2026-07-20T16:59:03.292667+00:00,2026-07-20T16:59:04.143868+00:00
55,pilot,B,fpb-full-001127,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,698.25,4.524e-05,2026-07-20T16:59:04.457148+00:00,2026-07-20T16:59:05.154863+00:00
56,pilot,B,fpb-full-001131,fpb,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,828.34,3.915e-05,2026-07-20T16:59:05.470685+00:00,2026-07-20T16:59:06.299038+00:00
57,pilot,B,fpb-full-001137,fpb,deepseek,deepseek-v4-pro,1,success,200,,,96,0,96,1,97,751.87,4.263e-05,2026-07-20T16:59:06.612548+00:00,2026-07-20T16:59:07.364226+00:00
58,pilot,B,fpb-full-001186,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,1015.27,4.132e-05,2026-07-20T16:59:07.677297+00:00,2026-07-20T16:59:08.692418+00:00
59,pilot,B,fpb-full-001224,fpb,deepseek,deepseek-v4-pro,1,success,200,,,141,128,13,1,142,785.56,6.99e-06,2026-07-20T16:59:09.005693+00:00,2026-07-20T16:59:09.791258+00:00
60,pilot,B,fpb-full-001262,fpb,deepseek,deepseek-v4-pro,1,success,200,,,91,0,91,1,92,931.43,4.045e-05,2026-07-20T16:59:10.104711+00:00,2026-07-20T16:59:11.035315+00:00
61,pilot,B,fpb-full-001273,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,862.56,4.132e-05,2026-07-20T16:59:11.349214+00:00,2026-07-20T16:59:12.211841+00:00
62,pilot,B,fpb-full-001290,fpb,deepseek,deepseek-v4-pro,1,success,200,,,100,0,100,1,101,870.71,4.437e-05,2026-07-20T16:59:12.524727+00:00,2026-07-20T16:59:13.394999+00:00
63,pilot,B,fpb-full-001372,fpb,deepseek,deepseek-v4-pro,1,success,200,,,88,0,88,1,89,966.7,3.915e-05,2026-07-20T16:59:13.708849+00:00,2026-07-20T16:59:14.675925+00:00
64,pilot,B,fpb-full-001401,fpb,deepseek,deepseek-v4-pro,1,success,200,,,85,0,85,1,86,1027.54,3.785e-05,2026-07-20T16:59:14.988386+00:00,2026-07-20T16:59:16.016344+00:00
65,pilot,B,fpb-full-001435,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,981.07,3.871e-05,2026-07-20T16:59:16.328503+00:00,2026-07-20T16:59:17.308569+00:00
66,pilot,B,fpb-full-001439,fpb,deepseek,deepseek-v4-pro,1,success,200,,,101,0,101,1,102,757.21,4.48e-05,2026-07-20T16:59:17.623232+00:00,2026-07-20T16:59:18.380649+00:00
67,pilot,B,fpb-full-001477,fpb,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,848.24,4.219e-05,2026-07-20T16:59:18.693299+00:00,2026-07-20T16:59:19.541768+00:00
68,pilot,B,fpb-full-001493,fpb,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,878.76,3.958e-05,2026-07-20T16:59:19.855975+00:00,2026-07-20T16:59:20.734315+00:00
69,pilot,B,fpb-full-001547,fpb,deepseek,deepseek-v4-pro,1,success,200,,,95,0,95,1,96,946.11,4.219e-05,2026-07-20T16:59:21.048344+00:00,2026-07-20T16:59:21.994901+00:00
70,pilot,B,fpb-full-001559,fpb,deepseek,deepseek-v4-pro,1,success,200,,,109,0,109,1,110,904.4,4.829e-05,2026-07-20T16:59:22.308153+00:00,2026-07-20T16:59:23.212716+00:00
71,pilot,B,fpb-full-001575,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,832.01,4.524e-05,2026-07-20T16:59:23.524851+00:00,2026-07-20T16:59:24.355725+00:00
72,pilot,B,fpb-full-001613,fpb,deepseek,deepseek-v4-pro,1,success,200,,,134,0,134,1,135,656.75,5.916e-05,2026-07-20T16:59:24.669611+00:00,2026-07-20T16:59:25.325381+00:00
73,pilot,B,fpb-full-001664,fpb,deepseek,deepseek-v4-pro,1,success,200,,,118,0,118,1,119,901.49,5.22e-05,2026-07-20T16:59:25.639579+00:00,2026-07-20T16:59:26.541529+00:00
74,pilot,B,fpb-full-001667,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,719.61,4.306e-05,2026-07-20T16:59:26.854327+00:00,2026-07-20T16:59:27.574093+00:00
75,pilot,B,fpb-full-001701,fpb,deepseek,deepseek-v4-pro,1,success,200,,,103,0,103,1,104,826.63,4.567e-05,2026-07-20T16:59:27.886621+00:00,2026-07-20T16:59:28.713761+00:00
76,pilot,B,fpb-full-001794,fpb,deepseek,deepseek-v4-pro,1,success,200,,,117,0,117,1,118,1027.95,5.176e-05,2026-07-20T16:59:29.026860+00:00,2026-07-20T16:59:30.054848+00:00
77,pilot,B,fpb-full-001799,fpb,deepseek,deepseek-v4-pro,1,success,200,,,87,0,87,1,88,850.48,3.871e-05,2026-07-20T16:59:30.368185+00:00,2026-07-20T16:59:31.218409+00:00
78,pilot,B,fpb-full-001862,fpb,deepseek,deepseek-v4-pro,1,success,200,,,96,0,96,1,97,1030.92,4.263e-05,2026-07-20T16:59:31.531423+00:00,2026-07-20T16:59:32.561636+00:00
79,pilot,B,fpb-full-001869,fpb,deepseek,deepseek-v4-pro,1,success,200,,,106,0,106,1,107,1145.21,4.698e-05,2026-07-20T16:59:32.875756+00:00,2026-07-20T16:59:34.020762+00:00
80,pilot,B,fpb-full-001870,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,1265.61,4.654e-05,2026-07-20T16:59:34.334525+00:00,2026-07-20T16:59:35.599876+00:00
81,pilot,B,fpb-full-001954,fpb,deepseek,deepseek-v4-pro,1,success,200,,,126,0,126,1,127,835.63,5.568e-05,2026-07-20T16:59:35.913514+00:00,2026-07-20T16:59:36.748345+00:00
82,pilot,B,fpb-full-001989,fpb,deepseek,deepseek-v4-pro,1,success,200,,,104,0,104,1,105,1093.2,4.611e-05,2026-07-20T16:59:37.062208+00:00,2026-07-20T16:59:38.155765+00:00
83,pilot,B,fpb-full-001990,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,767.14,4.306e-05,2026-07-20T16:59:38.468918+00:00,2026-07-20T16:59:39.235466+00:00
84,pilot,B,fpb-full-002017,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,919.58,4.306e-05,2026-07-20T16:59:39.549246+00:00,2026-07-20T16:59:40.467967+00:00
85,pilot,B,fpb-full-002018,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1014.35,4.306e-05,2026-07-20T16:59:40.782428+00:00,2026-07-20T16:59:41.796379+00:00
86,pilot,B,fpb-full-002042,fpb,deepseek,deepseek-v4-pro,1,success,200,,,101,0,101,1,102,872.03,4.48e-05,2026-07-20T16:59:42.109425+00:00,2026-07-20T16:59:42.981015+00:00
87,pilot,B,fpb-full-002046,fpb,deepseek,deepseek-v4-pro,1,success,200,,,94,0,94,1,95,826.58,4.176e-05,2026-07-20T16:59:43.294681+00:00,2026-07-20T16:59:44.121067+00:00
88,pilot,B,fpb-full-002070,fpb,deepseek,deepseek-v4-pro,1,success,200,,,121,0,121,1,122,905.07,5.35e-05,2026-07-20T16:59:44.435379+00:00,2026-07-20T16:59:45.340949+00:00
89,pilot,B,fpb-full-002071,fpb,deepseek,deepseek-v4-pro,1,success,200,,,107,0,107,1,108,656.83,4.741e-05,2026-07-20T16:59:45.654212+00:00,2026-07-20T16:59:46.311017+00:00
90,pilot,B,fpb-full-002081,fpb,deepseek,deepseek-v4-pro,1,success,200,,,120,0,120,1,121,952.87,5.307e-05,2026-07-20T16:59:46.625333+00:00,2026-07-20T16:59:47.578232+00:00
91,pilot,B,fpb-full-002097,fpb,deepseek,deepseek-v4-pro,1,success,200,,,129,0,129,1,130,890.93,5.698e-05,2026-07-20T16:59:47.891170+00:00,2026-07-20T16:59:48.782263+00:00
92,pilot,B,fpb-full-002115,fpb,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,967.68,3.958e-05,2026-07-20T16:59:49.094619+00:00,2026-07-20T16:59:50.061740+00:00
93,pilot,B,fpb-full-002135,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,688.1,4.306e-05,2026-07-20T16:59:50.376136+00:00,2026-07-20T16:59:51.064648+00:00
94,pilot,B,fpb-full-002153,fpb,deepseek,deepseek-v4-pro,1,success,200,,,105,0,105,1,106,1173.05,4.654e-05,2026-07-20T16:59:51.378247+00:00,2026-07-20T16:59:52.551353+00:00
95,pilot,B,fpb-full-002171,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,682.35,4.306e-05,2026-07-20T16:59:52.864447+00:00,2026-07-20T16:59:53.545974+00:00
96,pilot,B,fpb-full-002175,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,992.56,4.524e-05,2026-07-20T16:59:53.859933+00:00,2026-07-20T16:59:54.852122+00:00
97,pilot,B,fpb-full-002196,fpb,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,746.98,3.958e-05,2026-07-20T16:59:55.166622+00:00,2026-07-20T16:59:55.913346+00:00
98,pilot,B,fpb-full-002263,fpb,deepseek,deepseek-v4-pro,1,success,200,,,106,0,106,1,107,1131.16,4.698e-05,2026-07-20T16:59:56.226388+00:00,2026-07-20T16:59:57.357150+00:00
99,pilot,B,fpb-full-002268,fpb,deepseek,deepseek-v4-pro,1,success,200,,,126,0,126,1,127,1142.83,5.568e-05,2026-07-20T16:59:57.670309+00:00,2026-07-20T16:59:58.813214+00:00
100,pilot,B,fpb-full-002274,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,1058.48,4.524e-05,2026-07-20T16:59:59.125767+00:00,2026-07-20T17:00:00.184002+00:00
101,pilot,B,fpb-full-002275,fpb,deepseek,deepseek-v4-pro,1,success,200,,,137,0,137,1,138,886.43,6.046e-05,2026-07-20T17:00:00.498827+00:00,2026-07-20T17:00:01.384625+00:00
102,pilot,B,fpb-full-002316,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,886.21,3.828e-05,2026-07-20T17:00:01.699506+00:00,2026-07-20T17:00:02.585132+00:00
103,pilot,B,fpb-full-002364,fpb,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,1074.95,4.002e-05,2026-07-20T17:00:02.899142+00:00,2026-07-20T17:00:03.974170+00:00
104,pilot,B,fpb-full-002385,fpb,deepseek,deepseek-v4-pro,1,success,200,,,98,0,98,1,99,1130.85,4.35e-05,2026-07-20T17:00:04.287217+00:00,2026-07-20T17:00:05.417971+00:00
105,pilot,B,fpb-full-002393,fpb,deepseek,deepseek-v4-pro,1,success,200,,,86,0,86,1,87,1459.98,3.828e-05,2026-07-20T17:00:05.731057+00:00,2026-07-20T17:00:07.191254+00:00
106,pilot,B,fpb-full-002395,fpb,deepseek,deepseek-v4-pro,1,success,200,,,99,0,99,1,100,1150.95,4.393e-05,2026-07-20T17:00:07.504114+00:00,2026-07-20T17:00:08.655142+00:00
107,pilot,B,fpb-full-002412,fpb,deepseek,deepseek-v4-pro,1,success,200,,,122,0,122,1,123,1383.46,5.394e-05,2026-07-20T17:00:08.969012+00:00,2026-07-20T17:00:10.352844+00:00
108,pilot,B,fpb-full-002413,fpb,deepseek,deepseek-v4-pro,1,success,200,,,139,0,139,1,140,1263.05,6.133e-05,2026-07-20T17:00:10.665422+00:00,2026-07-20T17:00:11.928661+00:00
109,pilot,B,fpb-full-002457,fpb,deepseek,deepseek-v4-pro,1,success,200,,,118,0,118,1,119,1151.6,5.22e-05,2026-07-20T17:00:12.241241+00:00,2026-07-20T17:00:13.392571+00:00
110,pilot,B,fpb-full-002464,fpb,deepseek,deepseek-v4-pro,1,success,200,,,90,0,90,1,91,1212.51,4.002e-05,2026-07-20T17:00:13.706756+00:00,2026-07-20T17:00:14.919392+00:00
111,pilot,B,fpb-full-002513,fpb,deepseek,deepseek-v4-pro,1,success,200,,,84,0,84,1,85,1317.53,3.741e-05,2026-07-20T17:00:15.233303+00:00,2026-07-20T17:00:16.550879+00:00
112,pilot,B,fpb-full-002581,fpb,deepseek,deepseek-v4-pro,1,success,200,,,89,0,89,1,90,1228.75,3.958e-05,2026-07-20T17:00:16.864758+00:00,2026-07-20T17:00:18.093275+00:00
113,pilot,B,fpb-full-002587,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1322.87,4.306e-05,2026-07-20T17:00:18.407187+00:00,2026-07-20T17:00:19.730235+00:00
114,pilot,B,fpb-full-002605,fpb,deepseek,deepseek-v4-pro,1,success,200,,,116,0,116,1,117,1333.08,5.133e-05,2026-07-20T17:00:20.043683+00:00,2026-07-20T17:00:21.377085+00:00
115,pilot,B,fpb-full-002657,fpb,deepseek,deepseek-v4-pro,1,success,200,,,114,0,114,1,115,1276.24,5.046e-05,2026-07-20T17:00:21.690001+00:00,2026-07-20T17:00:22.965384+00:00
116,pilot,B,fpb-full-002705,fpb,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,1115.8,3.654e-05,2026-07-20T17:00:23.279303+00:00,2026-07-20T17:00:24.394387+00:00
117,pilot,B,fpb-full-002798,fpb,deepseek,deepseek-v4-pro,1,success,200,,,93,0,93,1,94,1173.86,4.132e-05,2026-07-20T17:00:24.708484+00:00,2026-07-20T17:00:25.882129+00:00
118,pilot,B,fpb-full-002801,fpb,deepseek,deepseek-v4-pro,1,success,200,,,137,0,137,1,138,1051.68,6.046e-05,2026-07-20T17:00:26.195164+00:00,2026-07-20T17:00:27.246440+00:00
119,pilot,B,fpb-full-002807,fpb,deepseek,deepseek-v4-pro,1,success,200,,,109,0,109,1,110,1478.87,4.829e-05,2026-07-20T17:00:27.560533+00:00,2026-07-20T17:00:29.039632+00:00
120,pilot,B,fpb-full-002829,fpb,deepseek,deepseek-v4-pro,1,success,200,,,81,0,81,1,82,1541.84,3.611e-05,2026-07-20T17:00:29.352062+00:00,2026-07-20T17:00:30.893583+00:00
121,pilot,B,fpb-full-002851,fpb,deepseek,deepseek-v4-pro,1,success,200,,,100,0,100,1,101,1310.85,4.437e-05,2026-07-20T17:00:31.206541+00:00,2026-07-20T17:00:32.517443+00:00
122,pilot,B,fpb-full-002866,fpb,deepseek,deepseek-v4-pro,1,success,200,,,82,0,82,1,83,1325.8,3.654e-05,2026-07-20T17:00:32.830197+00:00,2026-07-20T17:00:34.156407+00:00
123,pilot,B,fpb-full-002868,fpb,deepseek,deepseek-v4-pro,1,success,200,,,102,0,102,1,103,1210.01,4.524e-05,2026-07-20T17:00:34.468566+00:00,2026-07-20T17:00:35.679089+00:00
124,pilot,B,fpb-full-002887,fpb,deepseek,deepseek-v4-pro,1,success,200,,,115,0,115,1,116,1319.74,5.089e-05,2026-07-20T17:00:35.992175+00:00,2026-07-20T17:00:37.311845+00:00
125,pilot,B,fpb-full-002895,fpb,deepseek,deepseek-v4-pro,1,success,200,,,118,0,118,1,119,1289.48,5.22e-05,2026-07-20T17:00:37.625779+00:00,2026-07-20T17:00:38.915222+00:00
126,pilot,B,fpb-full-002935,fpb,deepseek,deepseek-v4-pro,1,success,200,,,123,0,123,1,124,1447.19,5.438e-05,2026-07-20T17:00:39.228306+00:00,2026-07-20T17:00:40.675788+00:00
127,pilot,B,fpb-full-002976,fpb,deepseek,deepseek-v4-pro,1,success,200,,,106,0,106,1,107,1231.94,4.698e-05,2026-07-20T17:00:40.993772+00:00,2026-07-20T17:00:42.226047+00:00
128,pilot,B,fpb-full-003002,fpb,deepseek,deepseek-v4-pro,1,success,200,,,97,0,97,1,98,1197.07,4.306e-05,2026-07-20T17:00:42.539791+00:00,2026-07-20T17:00:43.736942+00:00
129,pilot,B,fpb-full-003043,fpb,deepseek,deepseek-v4-pro,1,success,200,,,83,0,83,1,84,1166.65,3.697e-05,2026-07-20T17:00:44.049434+00:00,2026-07-20T17:00:45.216215+00:00
