id,text,label,source_dataset
86,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,2,FiQA
87,L&G completes UK's largest medically underwritten bulk pension risk deal,2,FiQA
88,G4S slides on balance sheet worries,0,FiQA
89,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",2,FiQA
90,HSBC appoints business leaders to board,2,FiQA
91,Added long at friday close  $SPY $LABU $BLUE $AMZN,2,FiQA
92,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,2,FiQA
93,Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,0,FiQA
94,$FB they are hitting  everything in sight.short it. but twtr,0,FiQA
95,AB InBev looks to win over SABMiller investors,2,FiQA
96,$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,0,FiQA
97,$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,0,FiQA
98,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,2,FiQA
99,$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,2,FiQA
100,Long $GPRO for a brealout trade,2,FiQA
101,$TSLA yeah lets go down to 230s lol,0,FiQA
102,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,0,FiQA
103,$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,0,FiQA
104,Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,2,FiQA
105,Shell offers 50 percent premium to buy BG for $70 billion,2,FiQA
106,Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,0,FiQA
107,Shire Sees Baxalta Deal Closing as Expected After New Rules,2,FiQA
108,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,2,FiQA
109,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,2,FiQA
110,$GS sells flat..I am out..,0,FiQA
111,Why $MCD looks set to fall further. http://stks.co/f2fgj,0,FiQA
112,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",2,FiQA
113,"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",2,FiQA
114,$AMD big dumping... would not touch it for a while,0,FiQA
115,"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",2,FiQA
116,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",2,FiQA
117,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",2,FiQA
118,"Aberdeen AM posts H1 outflows, says conditions to remain challenging",0,FiQA
119,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,0,FiQA
120,$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,2,FiQA
121,Tesco share price jumps as Q3 sales top estimates,2,FiQA
122,Sophos aims to raise $100m in London IPO,2,FiQA
123,$FTI Breakout today after reporting earnings last night,2,FiQA
124,$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,2,FiQA
125,$SBUX heading for the 200DMA and certain doom if it can not hold there.,0,FiQA
126,$AAPL Nice RSI 33 bounce at 9:58,2,FiQA
127,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",0,FiQA
128,$BAC $ADSK $NFLX long this morning,2,FiQA
129,$FB still a dog going much lower this week,0,FiQA
130,This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,2,FiQA
131,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",2,FiQA
132,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,2,FiQA
133,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,2,FiQA
134,MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,2,FiQA
135,Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,2,FiQA
136,Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,2,FiQA
137,FDA approves AstraZeneca drug for advanced lung cancer,2,FiQA
138,"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",2,FiQA
139,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2,FiQA
140,$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,0,FiQA
141,$FB $AAPL $NKE $JWN bearish charts keep getting worse.,0,FiQA
142,$KCG bot at 2.24,2,FiQA
143,"$QCOR Just added 3,000 shares @28.",2,FiQA
144,Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,2,FiQA
145,$aapl news is becoming very bullish again http://stks.co/tMU,2,FiQA
146,$EFUT hod  posted buy pm at $4.40,2,FiQA
147,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",0,FiQA
148,long $AAPL 107 calls @ .40,2,FiQA
149,"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",2,FiQA
150,Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,2,FiQA
151,"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",2,FiQA
152,"$NFLX small pos, short 180 wkly puts.",0,FiQA
153,Look at that $AMZN > 600,2,FiQA
154,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,0,FiQA
155,UPDATE 1-Pearson expects to grow this year after solid end to 2014,2,FiQA
156,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",2,FiQA
157,$AAPL wants lower. up waves getting smaller on the 2 min,0,FiQA
158,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",2,FiQA
159,Long $X 24.62,2,FiQA
160,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,2,FiQA
161,"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",2,FiQA
162,London Stock Exchange Ã¢â¬â Deutsche Boerse merger under threat from Brexit,0,FiQA
163,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,2,FiQA
164,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,2,FiQA
165,$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,2,FiQA
166,Goodwin not to face Scottish prosecution over RBS,2,FiQA
167,"$AMZN trades in mid to upper range. No break out yet, either direction",2,FiQA
168,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",2,FiQA
169,InterContinental Hotels Group share price climbs on $1.5bn special dividend,2,FiQA
170,$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,2,FiQA
171,AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,2,FiQA
172,$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,2,FiQA
173,#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,2,FiQA
174,"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",2,FiQA
175,Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,2,FiQA
176,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",2,FiQA
177,Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,0,FiQA
178,$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,0,FiQA
179,$BBRY lets see 14+ today,2,FiQA
180,"$DNN picked some up, like this going into 2014",2,FiQA
181,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,2,FiQA
182,Glencore fight back over debt fears lifts shares,2,FiQA
183,"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",2,FiQA
184,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,2,FiQA
185,$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,0,FiQA
186,I see a 20 percent upside in $FB shares from here,2,FiQA
187,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,0,FiQA
188,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,2,FiQA
189,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,0,FiQA
190,Glencore slumps 25 pct as debt fears grow,0,FiQA
191,WPP boosts sales despite cautious clients,2,FiQA
192,CompaniesMeggitt profits hit by weak energy and military markets,0,FiQA
193,$amzn breaking,2,FiQA
194,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,2,FiQA
195,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,0,FiQA
196,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,0,FiQA
197,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,0,FiQA
198,RBI surprises Street; Sensex pares gains after hitting mount 30k,0,FiQA
199,"Long Position on $GOL,...Updating http://stks.co/fdmm",2,FiQA
200,Diageo Shares Surge on Report of Possible Takeover by Lemann,2,FiQA
201,$LUV Continues to consolidate above previous break out area...,2,FiQA
202,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,2,FiQA
203,$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,2,FiQA
204,Verizon and AT&T accused of hurting rivals,0,FiQA
205,@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,2,FiQA
206,Royal Mail gets mixed bag from Ofcom postal regulation report,0,FiQA
207,$AAPL 620 resistance area,0,FiQA
208,$MPWR CEO sells 450k april 15th..meh,0,FiQA
209,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",0,FiQA
210,@ACInvestorBlog: $SPY eod run :),2,FiQA
211,TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,2,FiQA
212,"Britain's FTSE bounces back, Mondi and Barratt lead",2,FiQA
213,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,0,FiQA
214,Royal Dutch Shell profit rises; dividend up 4%,2,FiQA
215,Amazon's grocery deal with Morrisons is only the beginning,2,FiQA
216,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,2,FiQA
217,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,0,FiQA
218,"Rio Tinto swings to loss, drops dividend policy",0,FiQA
219,Lloyds to cut 945 jobs as part of three-year restructuring strategy,0,FiQA
220,Kingfisher takeover of Mr Bricolage could hit a brick wall,0,FiQA
221,Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,0,FiQA
222,$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,0,FiQA
223,MarketsBP promotes upstream boss to deputy CEO,2,FiQA
224,$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,2,FiQA
225,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",2,FiQA
226,Valeant CEO Pledges to Heed Critics After `Painful' Experience,0,FiQA
227,Aviva shuts Friends Life head office in rapid integration move,0,FiQA
228,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,0,FiQA
229,Arm profits and sales up as shift away from mobile gains pace,2,FiQA
230,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,2,FiQA
231,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",0,FiQA
232,Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,2,FiQA
233,$GALE Breakout Coming Soon!,2,FiQA
234,Barclays sells benchmark indices unit to Bloomberg,2,FiQA
235,Australia clears AB Inbev's $100 billion SABMiller buyout plan,2,FiQA
236,Aberdeen Asset Management Gains Foothold In China,2,FiQA
237,AstraZeneca share price: Acerta deal pays off with orphan drug status,2,FiQA
238,$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,2,FiQA
239,Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,2,FiQA
240,$RIMM $spx $nya $compq $djia all going down,0,FiQA
241,Long $TSLA short $MBLY https://t.co/jSpUSzo6na,2,FiQA
242,$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,2,FiQA
243,Long $PCLN,2,FiQA
244,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",0,FiQA
245,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",2,FiQA
246,Entertainment One dispels ITV takeover rumours,2,FiQA
247,Timberrrr $TSLA https://t.co/MRBgfDHHVa,0,FiQA
248,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,2,FiQA
249,Passengers rise at EasyJet and Aer Lingus,2,FiQA
250,$NVDA sideways,1,FiQA
251,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,2,FiQA
252,Tesco share price tumbles after negative broker note,0,FiQA
253,"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",2,FiQA
254,loading $SPY and $AAPL puts. think were toppy IMHO.,0,FiQA
255,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,2,FiQA
256,$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,2,FiQA
257,$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,2,FiQA
258,$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,0,FiQA
259,Tesco sales recover as focus returns to core business,2,FiQA
260,$RNN More bleeding Monday.,0,FiQA
261,Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,2,FiQA
262,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",0,FiQA
263,$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,0,FiQA
264,"Standard Chartered, RBS Escape Capital Raising in Stress Test",2,FiQA
265,$AMZN long into earnings. looks good over 600,2,FiQA
266,Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,2,FiQA
267,Berkshire seeks to boost its Wells Fargo stake above 10 percent,2,FiQA
268,$INTC finally some nice downside move... looking for the 31 handle to break,0,FiQA
269,"CompaniesNew Aggreko CEO to reshape business, strip costs",2,FiQA
270,$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,0,FiQA
271,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",2,FiQA
272,Tesco leads FTSE higher on Clubcard bid reports,2,FiQA
273,pretty steady accumulation off support today.  Purdy. $AGU,2,FiQA
274,Market Report: Aviva tops the market as traders approve of its choice of Friends,2,FiQA
275,$CHRM Loooooongggggg base,2,FiQA
276,"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",0,FiQA
277,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,0,FiQA
278,$AAPL price momentum weakening going into the close.,0,FiQA
279,LSE-Deutsche BÃÂ¶rse dealmakers wrong to ignore Brexit risk,0,FiQA
280,$YELP This goes green and so many shorts are toast!,2,FiQA
281,$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,2,FiQA
282,$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,2,FiQA
283,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,0,FiQA
284,AstraZeneca weighing up Acerta bid to secure blood cancer drug,2,FiQA
285,$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,2,FiQA
286,Morrisons book second consecutive quarter of sales growth,2,FiQA
287,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",2,FiQA
288,$AAPL I am big OUT from this. seems its falling towards 530.. :(,0,FiQA
289,Citrix Systems Inc $CTXS Position Increased by Mizuhoâ¦ https://t.co/v7Lkq08Flp @ShareStockNews,2,FiQA
290,"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",0,FiQA
291,Sainsbury's says to outperform rivals in tough market,2,FiQA
292,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,0,FiQA
293,"$WFM Bought a little yesterday, hoping for an earnings pop.",2,FiQA
294,@pierrules: $SIRI LONG!!,2,FiQA
295,"Despite sales growth, UK's Tesco cautions recovery to be bumpy",0,FiQA
296,Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,2,FiQA
297,$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,2,FiQA
298,$INO back in this am small post,2,FiQA
299,BHP Billiton drags FTSE lower after slashing dividend,0,FiQA
300,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,0,FiQA
301,Greene King's third quarter sales boosted by festive season,2,FiQA
302,$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,2,FiQA
303,$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,2,FiQA
304,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,0,FiQA
305,$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,2,FiQA
306,Shire proposes $30 bln all-share tie-up with Baxalta,2,FiQA
307,$GOOGL is a short below 740 into the upper BB and is overbought,0,FiQA
308,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,2,FiQA
309,$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,2,FiQA
310,Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,2,FiQA
311,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",1,FiQA
312,$HRL ready to pop! http://stks.co/s0Ny4,2,FiQA
313,Spain's Caixabank launches new takeover bid for Banco BPI,2,FiQA
314,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",2,FiQA
315,@Vegastrader66 Looks like good entry for $QIHU here.,2,FiQA
316,Severn Trent share price rises as first half profit inches up as customer ...,2,FiQA
317,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",2,FiQA
318,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",2,FiQA
319,"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",2,FiQA
320,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,0,FiQA
321,$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,2,FiQA
322,$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,0,FiQA
323,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,0,FiQA
324,$COST short finally making gains. I will take half my gains at 147,0,FiQA
325,$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,2,FiQA
326,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",2,FiQA
327,$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,2,FiQA
328,$TSLA recall,0,FiQA
329,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,2,FiQA
330,Petrofac books further ÃÂ£30m cost for Shetland gas terminal delays,0,FiQA
